0F3, 43.38746399, -95.1391612, 1434.06
0F4, 41.29028633, -98.99064168, 2070.87
0F7, 35.38867783, -95.60003355, 669.95
0F8, 36.17527518, -96.15184173, 891.08
0F9, 34.19850022, -96.67450011, 646.98
0FA1, 27.30393492, -81.88036099, 64.96
0FD0, 29.26747955, -81.2300612, 40.03
0FD6, 27.90752213, -80.48644111, 0.00
0FD9, 30.65213542, -86.1093843, 290.03
0FL0, 26.73055541, -81.16388887, 29.86
0FL1, 29.98333331, -82.83555552, 109.91
0FL2, 28.78776949, -81.16422772, 19.03
0FL5, 28.45861115, -81.34972215, 80.05
0FL6, 27.80586071, -82.14008823, 94.16
0FL8, 30.19388907, -81.68194458, 0.00
0FL9, 26.39388889, -81.02305546, 18.04
0G0, 43.10318336, -78.703347, 587.93
0G3, 40.39944459, -96.17139727, 1305.12
0G5, 47.81655718, -90.38343877, 1634.84
0G6, 41.46736108, -84.50655565, 729.99
0G7, 42.88364723, -76.7810972, 492.13
0GA0, 33.35622624, -84.36714649, 799.87
0GA1, 34.47788078, -82.89708719, 692.91
0GA2, 34.377882, -82.9456991, 720.14
0GA3, 33.77010584, -85.06077915, 1287.07
0GA4, 33.81289747, -83.50571841, 735.89
0GA6, 33.73344608, -83.81879076, 779.86
0GA7, 33.68344132, -84.99994353, 1080.05
0GA8, 30.88714119, -83.41599047, 200.13
0GA9, 32.71388881, -84.02750015, 504.92
0GE0, 33.78205106, -84.80077073, 1084.97
0GE1, 31.66546091, -83.44710544, 327.10
0GE2, 31.14093617, -85.04617229, 130.91
0GE3, 34.90472216, -85.45972243, 562.99
0GE4, 33.33138898, -84.26666647, 859.91
0GE5, 34.56176352, -83.71351272, 1437.99
0GE7, 33.52027785, -82.37249985, 450.13
0GE9, 32.69388892, -81.79861084, 229.99
0H1, 39.00445283, -99.89290014, 2435.04
0H7, 40.42164188, -91.70634449, 700.13
0I2, 39.47673619, -87.09970817, 645.01
0I8, 38.36616386, -84.28334445, 721.13
0IA3, 42.43470982, -92.32796297, 882.87
0IA4, 41.03336826, -91.05014518, 700.13
0IA5, 40.87222517, -93.26270968, 1060.04
0IA6, 41.65972475, -92.2899051, 919.95
0IA8, 42.22800002, -91.75100014, 924.87
0II0, 40.26004247, -85.2533032, 955.05
0II1, 40.42809326, -86.15332559, 815.94
0II2, 41.4572696, -86.12444624, 819.88
0II3, 40.62781792, -86.03776798, 810.04
0II5, 40.65948207, -86.85723424, 705.05
0II6, 41.64310511, -85.82971618, 810.04
0II7, 39.79559854, -85.7860896, 899.93
0II8, 41.32475741, -87.47586921, 740.16
0II9, 39.53421358, -86.5772219, 754.92
0IL2, 40.84725615, -88.04782078, 657.15
0IL3, 40.1569806, -87.67446622, 695.87
0IL8, 41.8725292, -88.72369543, 890.09
